2019S,"BIA 600JP",W,0515PM,0800PM,JP,OFF,CLOSED,LEC
2019S,"NIS 630A",T,0330PM,0600PM,,C,316,LEC
2019S,"NIS 630B",T,0630PM,0900PM,,B,118,LEC
2019S,"NIS 632A",M,0615PM,0845PM,,BC,321,LEC
2019S,"NIS 632B",M,0300PM,0530PM,,BC,321,LEC
2019S,"NIS 632WS",TBA,,,WS,OFF,WEB,LEC
2019S,"NIS 633A",R,0630PM,0900PM,,BC,219,LEC
2019S,"NIS 633B",W,0630PM,0900PM,,BC,319,LEC
2019S,"NIS 633WS",TBA,,,WS,OFF,WEB,LEC
2019S,"NIS 654A",W,0630PM,0900PM,,E,111,LEC
2019S,"NIS 654WS",TBA,,,WS,OFF,WEB,LEC
2019S,"NIS 800A",TBA,,,,N/A,N/A,LEC
2019S,"NIS 900A",TBA,,,,N/A,N/A,LEC
2019S,"OE  512A",TR,1230PM,0145PM,,D,242,LEC
2019S,"OE  520A",M,0615PM,0845PM,,D,242,LEC
2019S,"OE  524A",M,0300PM,0530PM,,D,242,LEC
2019S,"OE  528A",W,1200PM,0230PM,,D,242,LEC
2019S,"OE  532A",T,0630PM,0900PM,,D,242,LEC
2019S,"OE  580A",M,0300PM,0530PM,,E,231,LEC
2019S,"OE  702A",TBA,,,,OFF,TBA,LEC
2019S,"OE  702B",TBA,,,,OFF,TBA,LEC
2019S,"OE  800A",TBA,,,,N/A,N/A,LEC
2019S,"OE  801A",TBA,,,,N/A,N/A,LEC
2019S,"OE  801B",TBA,,,,N/A,N/A,LEC
2019S,"OE  801C",TBA,,,,N/A,N/A,LEC
2019S,"OE  900A",TBA,,,,N/A,N/A,LEC
2019S,"OE  900B",TBA,,,,N/A,N/A,LEC
2019S,"OE  900C",TBA,,,,N/A,N/A,LEC
2019S,"OE  900E",TBA,,,,N/A,N/A,LEC
2019S,"OE  900F",TBA,,,,N/A,N/A,LEC
2019S,"OE  900G",TBA,,,,N/A,N/A,LEC
2019S,"OE  960A",TBA,,,,N/A,N/A,LEC
2019S,"OE  960B",TBA,,,,N/A,N/A,LEC
2019S,"OE  960C",TBA,,,,N/A,N/A,LEC
2019S,"OE  960D",TBA,,,,N/A,N/A,LEC
2019S,"OE  960E",TBA,,,,N/A,N/A,LEC
2019S,"OE  960F",TBA,,,,N/A,N/A,LEC
2019S,"PAE 900A",TBA,,,,N/A,N/A,LEC
2019S,"PE  200A0",M,1000AM,1050AM,,,,PRA
2019S,"PE  200A1",M,1100AM,1150AM,,,,PRA
2019S,"PE  200A2",T,1100AM,1215PM,,,,PRA
2019S,"PE  200A4",T,1230PM,0145PM,,,,PRA
2019S,"PE  200A5",TBA,,,,,,PRA
2019S,"PE  200A6",R,0600PM,0650PM,,,,PRA
2019S,"PE  200A7",R,1230PM,0220PM,,,,PRA
2019S,"PE  200A8",TBA,,,,,,PRA
2019S,"PE  200A9",T,0530PM,0630PM,,,,PRA
2019S,"PE  200B0",W,1000AM,1150AM,,,,PRA
2019S,"PE  200B1",T,1200PM,1250PM,,,,PRA
2019S,"PE  200B2",T,0200PM,0315PM,,,,PRA
2019S,"PE  200B3",T,1230PM,0145PM,,,,PRA
2019S,"PE  200B4",T,1100AM,1215PM,,,,PRA
2019S,"PE  200B5",W,1000AM,1150AM,,,,PRA
2019S,"PE  200B6",W,1200PM,0150PM,,,,PRA
2019S,"PE  200B7",T,0230PM,0420PM,,,,PRA
2019S,"PE  200B8",T,0230PM,0420PM,,,,PRA
2019S,"PE  200B9",TBA,,,,,,PRA
2019S,"PE  200C0",M,0800AM,0950AM,,,,PRA
2019S,"PE  200C1",M,1000AM,1150AM,,,,PRA
2019S,"PE  200C2",M,0200PM,0350PM,,,,PRA
2019S,"PE  200C3",M,0400PM,0550PM,,,,PRA
2019S,"PE  200C4",W,1200PM,0150PM,,,,PRA
2019S,"PE  200C5",R,1000AM,1150AM,,,,PRA
2019S,"PE  200C6",R,1230PM,0220PM,,,,PRA
2019S,"PE  200C7",R,1000AM,1150AM,,,,PRA
2019S,"PE  200C8",T,1230PM,0220PM,,,,PRA
2019S,"PE  200C9",T,1230PM,0220PM,,,,PRA
2019S,"PE  200D1",M,1000AM,1150AM,,,,PRA
2019S,"PE  200D2",T,0630PM,0730PM,,,,PRA
2019S,"PE  200D5",W,0730PM,0830PM,,,,PRA
2019S,"PE  200D6",W,0630PM,0730PM,,,,PRA
2019S,"PE  200D7",M,0200PM,0350PM,,,,PRA
2019S,"PE  200D8",M,0200PM,0350PM,,,,PRA
2019S,"PE  200D9",F,1200PM,0150PM,,,,PRA
2019S,"PE  200E2",R,0630PM,0730PM,,,,PRA
2019S,"PE  200E3",F,0900AM,0950AM,,,,PRA
2019S,"PE  200E4",F,1000AM,1050AM,,,,PRA
2019S,"PE  200E5",W,0900AM,0950AM,,,,PRA
2019S,"PE  200E6",TBA,,,,,,PRA
2019S,"PE  200E8",W,1000AM,1150AM,,,,PRA
2019S,"PE  200F0",W,1000AM,1150AM,,,,PRA
2019S,"PE  200F1",T,0200PM,0315PM,,,,PRA
2019S,"PE  200F2",R,0200PM,0315PM,,,,PRA
2019S,"PE  200F3",F,1100AM,1150AM,,,,PRA
2019S,"PE  200F4",F,1000AM,1050AM,,,,PRA
2019S,"PE  200F6",W,1200PM,1250PM,,,,PRA
2019S,"PE  200F8",R,0730PM,0830PM,,,,PRA
2019S,"PE  200F9",M,0530PM,0630PM,,,,PRA
2019S,"PE  200G3",M,0100PM,0215PM,,,,PRA
2019S,"PE  200G4",M,0300PM,0415PM,,,,PRA
2019S,"PE  200G6",W,0530PM,0630PM,,,,PRA
2019S,"PE  200G9",T,1230PM,0145PM,,,,PRA
2019S,"PE  200H0",T,0200PM,0315PM,,,,PRA
2019S,"PE  200H1",W,1200PM,0150PM,,,,PRA
2019S,"PE  200H2",R,0530PM,0630PM,,,,PRA
2019S,"PE  200H3",M,0900AM,0950AM,,,,PRA
2019S,"PE  200H5",M,1200PM,1250PM,,,,PRA
2019S,"PE  200H6",T,0530PM,0630PM,,,,PRA
2019S,"PE  200H7",R,0830PM,0930PM,,,,PRA
2019S,"PE  200H8",W,1200PM,0150PM,,,,PRA
2019S,"PE  200I1",M,0300PM,0415PM,,,,PRA
2019S,"PE  200I6",F,0200PM,0350PM,,,,PRA
2019S,"PE  200I7",T,0730PM,0830PM,,,,PRA
2019S,"PE  200M1",TBA,,,,N/A,N/A,PRA
2019S,"PE  200M2",TBA,,,,N/A,N/A,PRA
2019S,"PE  200V0",TBA,,,,N/A,N/A,PRA
2019S,"PE  200V1",TBA,,,,N/A,N/A,PRA
2019S,"PE  200V2",TBA,,,,N/A,N/A,PRA
2019S,"PE  200V3",TBA,,,,N/A,N/A,PRA
2019S,"PE  200V4",TBA,,,,N/A,N/A,PRA
2019S,"PE  200V5",TBA,,,,N/A,N/A,PRA
2019S,"PE  200V6",TBA,,,,N/A,N/A,PRA
2019S,"PE  200V7",TBA,,,,N/A,N/A,PRA
2019S,"PE  200V8",TBA,,,,N/A,N/A,PRA
2019S,"PE  200V9",TBA,,,,N/A,N/A,PRA
2019S,"PE  200W0",TBA,,,,N/A,N/A,PRA
2019S,"PE  200W1",TBA,,,,N/A,N/A,PRA
2019S,"PE  200W2",TBA,,,,N/A,N/A,PRA
2019S,"PE  200W3",TBA,,,,N/A,N/A,PRA
2019S,"PE  200W4",TBA,,,,N/A,N/A,PRA
2019S,"PE  200W5",TBA,,,,N/A,N/A,PRA
2019S,"PE  200W6",TBA,,,,N/A,N/A,PRA
2019S,"PE  200W7",TBA,,,,N/A,N/A,PRA
2019S,"PE  200W8",TBA,,,,N/A,N/A,PRA
2019S,"PE  200W9",TBA,,,,N/A,N/A,PRA
2019S,"PE  200X0",TBA,,,,N/A,N/A,PRA
2019S,"PE  200X1",TBA,,,,N/A,N/A,PRA
2019S,"PE  200X2",TBA,,,,N/A,N/A,PRA
2019S,"PE  200X9",TBA,,,,N/A,N/A,PRA
2019S,"PE  200Y0",TBA,,,,N/A,N/A,PRA
2019S,"PE  200Y1",TBA,,,,N/A,N/A,PRA
2019S,"PE  200Y2",TBA,,,,N/A,N/A,PRA
2019S,"PE  200Y3",TBA,,,,N/A,N/A,PRA
2019S,"PE  200Y4",TBA,,,,N/A,N/A,PRA
2019S,"PE  200Y5",TBA,,,,N/A,N/A,PRA
2019S,"PE  200Y6",TBA,,,,N/A,N/A,PRA
2019S,"PE  200Y7",TBA,,,,N/A,N/A,PRA
2019S,"PE  200Y8",TBA,,,,N/A,N/A,PRA
2019S,"PE  200Y9",TBA,,,,N/A,N/A,PRA
2019S,"PE  200Z0",TBA,,,,N/A,N/A,PRA
2019S,"PE  200Z1",TBA,,,,,,PRA
2019S,"PE  200Z2",TBA,,,,,,PRA
2019S,"PEP 111A",MF,0100PM,0150PM,,B,118,LEC
2019S,"PEP 111B",MF,1100AM,1150AM,,K,228,LEC
2019S,"PEP 111C",MF,0800AM,0850AM,,B,118,LEC
2019S,"PEP 111D",MF,1000AM,1050AM,,B,715,LEC
2019S,"PEP 111E",MF,0900AM,0950AM,,BC,122,LEC
2019S,"PEP 111RA",T,0800AM,0950AM,,B,715,RCT
2019S,"PEP 111RB",T,1000AM,1150AM,,BC,210,RCT
2019S,"PEP 111RC",T,1000AM,1150AM,,B,430,RCT
2019S,"PEP 111RD",T,1230PM,0220PM,,E,329,RCT
2019S,"PEP 111RE",T,1230PM,0220PM,,X,104,RCT
2019S,"PEP 111RF",T,0230PM,0420PM,,E,329,RCT
2019S,"PEP 111RG",R,1000AM,1150AM,,BC,210,RCT
2019S,"PEP 111RH",R,1000AM,1150AM,,BC,304,RCT
2019S,"PEP 111RI",T,0230PM,0420PM,,B,715,RCT
2019S,"PEP 111RK",R,0800AM,0950AM,,X,414,RCT
2019S,"PEP 111RL",R,1000AM,1150AM,,,,RCT
2019S,"PEP 111RM",R,1000AM,1150AM,,M,205,RCT
2019S,"PEP 111RN",R,1230PM,0220PM,,E,329,RCT
2019S,"PEP 111RO",R,1230PM,0220PM,,X,218B,RCT
2019S,"PEP 111RP",T,0800AM,0950AM,,,,RCT
2019S,"PEP 111RQ",R,0230PM,0420PM,,X,218B,RCT
2019S,"PEP 111RS",R,0230PM,0420PM,,,,RCT
2019S,"PEP 111RT",R,0800AM,0950AM,,,,RCT
2019S,"PEP 111RU",W,0800AM,0950AM,,X,414,RCT
2019S,"PEP 111RV",W,1000AM,1150AM,,B,430,RCT
2019S,"PEP 111RW",W,0800AM,0950AM,,,,RCT
2019S,"PEP 111RX",W,1000AM,1150AM,,E,329,RCT
2019S,"PEP 111S",M,0615PM,0805PM,,M,205,LEC
2019S,"PEP 111SR",R,0700PM,0850PM,,M,103,RCT
2019S,"PEP 112A",MF,0800AM,0850AM,,X,104,LEC
2019S,"PEP 112B",MF,0900AM,0950AM,,B,118,LEC
2019S,"PEP 112C",MF,1000AM,1050AM,,K,228,LEC
2019S,"PEP 112RA",T,0800AM,0950AM,,BC,203,RCT
2019S,"PEP 112RB",T,0800AM,0950AM,,B,430,RCT
2019S,"PEP 112RC",T,1000AM,1150AM,,B,714,RCT
2019S,"PEP 112RD",T,1000AM,1150AM,,B,715,RCT
2019S,"PEP 112RE",T,1230PM,0220PM,,M,205,RCT
2019S,"PEP 112RF",T,1230PM,0220PM,,BC,202,RCT
2019S,"PEP 112RG",T,0230PM,0420PM,,B,517,RCT
2019S,"PEP 112RH",T,0230PM,0420PM,,NB,101,RCT
2019S,"PEP 112RI",W,0800AM,0950AM,,B,514,RCT
2019S,"PEP 112RJ",W,1000AM,1150AM,,NB,102,RCT
2019S,"PEP 112S",T,0230PM,0420PM,,BC,221,LEC
2019S,"PEP 112SR",R,0230PM,0420PM,,BC,219,RCT
2019S,"PEP 124A",MF,0900AM,0950AM,,C,316,LEC
2019S,"PEP 124LA",W,1200PM,0150PM,,B,517,LAB
2019S,"PEP 124LB",W,0800AM,0950AM,,B,517,LAB
2019S,"PEP 124LC",R,0800AM,0950AM,,B,517,LAB
2019S,"PEP 187A",W,0200PM,0250PM,,B,514,SEM
2019S,"PEP 201A",MW,0900AM,0950AM,,P,120,LEC
2019S,"PEP 201LA",R,0200PM,0450PM,,B,517,LAB
2019S,"PEP 201LB",R,0630PM,0920PM,,B,517,LAB
2019S,"PEP 221A",M,0615PM,0905PM,,B,517,LAB
2019S,"PEP 221B",T,0630PM,0920PM,,B,517,LAB
2019S,"PEP 222A",F,0200PM,0450PM,,B,517,LAB
2019S,"PEP 222B",W,0630PM,0920PM,,B,517,LAB
2019S,"PEP 242A",TR,0930AM,1045AM,,P,116,LEC
2019S,"PEP 298A",F,1100AM,0150PM,,B,519,LAB
2019S,"PEP 298B",W,1100AM,0150PM,,B,519,LAB
2019S,"PEP 330A",TR,1100AM,1215PM,,E,231,LEC
2019S,"PEP 336A",TR,0500PM,0615PM,,B,714,LEC
2019S,"PEP 351A",TR,0200PM,0315PM,,B,714,LEC
2019S,"PEP 398A",T,0930AM,1045AM,,E,130,LEC
2019S,"PEP 398LA",R,0800AM,1050AM,,B,519,LAB
2019S,"PEP 498LA",F,0200PM,0450PM,,B,519,LAB
2019S,"PEP 503A",TR,0500PM,0615PM,,B,715,LEC
2019S,"PEP 507WS",TBA,,,WS,OFF,WEB,LEC
2019S,"PEP 509A",TR,1230PM,0145PM,,B,714,LEC
2019S,"PEP 511A",F,1100AM,0150PM,,,,LEC
2019S,"PEP 515WS",TBA,,,,OFF,WEB,LEC
2019S,"PEP 516A",M,0615PM,0845PM,,B,430,LEC
2019S,"PEP 520A",T,1100AM,1215PM,,BC,212,LEC
2019S,"PEP 520A",R,1100AM,1215PM,,BC,212,LEC
2019S,"PEP 525A",T,0330PM,0445PM,,X,120,LEC
2019S,"PEP 525A",R,0330PM,0445PM,,X,120,LEC
2019S,"PEP 528A",T,0630PM,0900PM,,B,714,LEC
2019S,"PEP 542A",MW,0100PM,0215PM,,B,714,LEC
2019S,"PEP 554A",TR,0330PM,0445PM,,P,216,LEC
2019S,"PEP 561WS",TBA,,,WS,OFF,WEB,LEC
2019S,"PEP 562WS",TBA,,,WS,OFF,WEB,LEC
2019S,"PEP 577WS",TBA,,,WS,OFF,WEB,LEC
2019S,"PEP 578WS",TBA,,,WS,OFF,WEB,LEC
2019S,"PEP 596A",R,1230PM,0300PM,,,,LEC
2019S,"PEP 599A",TBA,,,,OFF,TBA,PRA
2019S,"PEP 610A",M,0200PM,0450PM,,B,519,LAB
2019S,"PEP 642A",M,0300PM,0530PM,,NB,101,LEC
2019S,"PEP 644A",W,1200PM,0230PM,,B,715,LEC
2019S,"PEP 667A",T,0330PM,0600PM,,B,620,LEC
2019S,"PEP 679A",W,0630PM,0900PM,,,,LEC
2019S,"PEP 680A",R,0630PM,0900PM,,P,218,LEC
2019S,"PEP 685WS",TBA,,,WS,OFF,WEB,LEC
2019S,"PEP 690WS",TBA,,,WS,OFF,WEB,LEC
2019S,"PEP 777A",R,0330PM,0600PM,,A,501,LEC
2019S,"PEP 800A",TBA,,,,N/A,N/A,LEC
2019S,"PEP 801A",TBA,,,,N/A,N/A,LEC
2019S,"PEP 801B",TBA,,,,N/A,N/A,LEC
2019S,"PEP 801C",TBA,,,,N/A,N/A,LEC
2019S,"PEP 900A",TBA,,,,N/A,N/A,LEC
2019S,"PEP 901A",TBA,,,,N/A,N/A,LEC
2019S,"PEP 960A",TBA,,,,N/A,N/A,LEC
2019S,"PEP 960B",TBA,,,,N/A,N/A,LEC
2019S,"PEP 960C",TBA,,,,N/A,N/A,LEC
2019S,"PEP 960D",TBA,,,,N/A,N/A,LEC
2019S,"PEP 960E",TBA,,,,N/A,N/A,LEC
2019S,"PEP 960F",TBA,,,,N/A,N/A,LEC
2019S,"PEP 960G",TBA,,,,N/A,N/A,LEC
2019S,"PIN 180A",T,0630PM,0830PM,,S,FIELD,SEM
2019S,"PIN 184A",M,0300PM,0350PM,,BC,203,SEM
2019S,"PIN 184B",M,0200PM,0250PM,,BC,203,SEM
2019S,"PIN 184C",M,0300PM,0350PM,,E,229,SEM
2019S,"PIN 184D",M,0300PM,0350PM,,BC,220,SEM
2019S,"PIN 184E",M,0200PM,0250PM,,BC,204,SEM
2019S,"PIN 184F",M,0200PM,0250PM,,BC,210,SEM
2019S,"PME 530W1",TBA,,,,N/A,N/A,LEC
2019S,"PME 530WS",TBA,,,WS,OFF,WEB,LEC
2019S,"PME 531WS",TBA,,,WS,OFF,WEB,LEC
2019S,"PME 535A",R,0330PM,0600PM,,,,LEC
2019S,"PME 540WS",TBA,,,WS,OFF,WEB,LEC
2019S,"PME 542WS",TBA,,,WS,OFF,WEB,LEC
2019S,"PME 555WS",TBA,,,WS,OFF,WEB,LEC
2019S,"PME 560A",M,0300PM,0530PM,,C,207,LEC
2019S,"PME 600A",R,0330PM,0600PM,,,,LEC
2019S,"PME 600WS",TBA,,,WS,OFF,WEB,LEC
2019S,"PME 602WS",TBA,,,WS,OFF,WEB,LEC
2019S,"PME 626WS",TBA,,,WS,OFF,WEB,LEC
2019S,"PME 660A",M,0615PM,0845PM,,P,216,LEC
2019S,"PME 701A",TBA,,,,OFF,TBA,PRA
2019S,"PME 800A",TBA,,,,N/A,N/A,LEC
2019S,"PME 900A",TBA,,,,N/A,N/A,LEC
2019S,"PRV 302A",TBA,,,,,,PRA
2019S,"PRV 502A",F,0330PM,0500PM,,BC,640,LEC
2019S,"PRV 961A",W,0630PM,0900PM,,BC,219,LEC
2019S,"PRV 961B",W,0300PM,0530PM,,BC,221,LEC
2019S,"PRV 961C",TBA,,,,N/A,N/A,LEC
2019S,"QF  102A",T,0930AM,1045AM,,BC,110,LEC
2019S,"QF  102A",R,0330PM,0445PM,,K,228,LEC
2019S,"QF  102B",T,0200PM,0315PM,,BC,HFSL,LEC
2019S,"QF  102B",R,0330PM,0445PM,,K,228,LEC
2019S,"QF  102C",T,0330PM,0445PM,,BC,110,LEC
2019S,"QF  102C",R,0330PM,0445PM,,K,228,LEC
2019S,"QF  104A",F,0100PM,0150PM,,BC,110,LAB
2019S,"QF  104B",F,0200PM,0250PM,,BC,110,LAB
2019S,"QF  104C",F,0300PM,0350PM,,BC,110,LAB
2019S,"QF  197A",TBA,,,,OFF,TBA,PRA
2019S,"QF  198A",TBA,,,,OFF,WEB,PRA
2019S,"QF  199A",TBA,,,,OFF,WEB,QUZ
2019S,"QF  202A",TR,0200PM,0315PM,,BC,310,LEC
2019S,"QF  202B",TR,0330PM,0445PM,,BC,210,LEC
2019S,"QF  302A",M,0430PM,0545PM,,C,315,LEC
2019S,"QF  302A",W,1100AM,1215PM,,C,315,LEC
2019S,"QF  402A",M,1000AM,1050AM,,BC,204,LEC
2019S,"QF  402RA",M,1100AM,1240PM,,BC,204,RCT
2019S,"QF  427A",TR,0500PM,0615PM,,BC,110,LEC
2019S,"QF  427A",F,0400PM,0550PM,,BC,110,LEC
2019S,"QF  428A",TR,0500PM,0615PM,,BC,110,LEC
2019S,"QF  428A",F,0400PM,0550PM,,BC,110,LEC
2019S,"QF  430A",TR,0200PM,0315PM,,BC,321,LEC
2019S,"QF  430B",TR,0330PM,0445PM,,NB,102,LEC
2019S,"QF  435A",TR,1230PM,0145PM,,C,316,LEC
2019S,"QF  465A",W,0500PM,0615PM,,,,LEC
2019S,"QF  465A",F,0100PM,0215PM,,,,LEC
2019S,"REG 004A",TBA,,,,OFF,TBA,LEC
2019S,"REG 005A",TBA,,,,OFF,TBA,LEC
2019S,"REG 006A",TBA,,,,OFF,TBA,LEC
2019S,"SES 622WS",TBA,,,WS,OFF,WEB,LEC
2019S,"SM  501A",W,0500PM,0550PM,,A,501,LEC
2019S,"SM  520WS",TBA,,,WS,OFF,WEB,LEC
2019S,"SM  530A",W,0630PM,0900PM,,BC,210,LEC
2019S,"SM  531A",R,0630PM,0900PM,,ABS,301,LEC
2019S,"SM  587A",M,0615PM,0845PM,,E,231,LEC
2019S,"SM  690A",T,0630PM,0900PM,,BC,220,LEC
2019S,"SM  702A",TBA,,,,N/A,N/A,LEC
2019S,"SM  800A",TBA,,,,N/A,N/A,LEC
2019S,"SM  900A",TBA,,,,N/A,N/A,LEC
2019S,"SOC 501WS",TBA,,,WS,OFF,WEB,LEC
2019S,"SOC 510A",M,0900AM,1130AM,,E,330,LEC
2019S,"SOC 519A",M,0615PM,0845PM,,X,105,LEC
2019S,"SOC 524A",T,0630PM,0900PM,,BC,122,LEC
2019S,"SOC 542WS",TBA,,,WS,OFF,WEB,LEC
2019S,"SOC 550B",R,0330PM,0600PM,,K,360,LEC
2019S,"SOC 552A",M,0300PM,0530PM,,,,LEC
2019S,"SOC 553WS",TBA,,,WS,OFF,WEB,LEC
2019S,"SOC 593A",R,0630PM,0900PM,,E,230,LEC
2019S,"SOC 594WS",TBA,,,WS,OFF,WEB,LEC
2019S,"SOC 703A",TBA,,,,OFF,TBA,PRA
2019S,"SSW 215A",T,0930AM,1020AM,,E,229,LEC
2019S,"SSW 215A",R,1000AM,1150AM,,E,229,LEC
2019S,"SSW 322A",M,0900AM,0950AM,,A,501,LEC
2019S,"SSW 322A",W,1100AM,0130PM,,A,501,LEC
2019S,"SSW 345A",T,1230PM,0120PM,,BC,210,LEC
2019S,"SSW 345A",R,1230PM,0220PM,,BC,210,LEC
2019S,"SSW 424A",T,0230PM,0420PM,,A,115,LEC
2019S,"SSW 424A",R,0230PM,0420PM,,A,115,LEC
2019S,"SSW 424X",TR,0230PM,0420PM,,X,003,LEC
2019S,"SSW 533WS",TBA,,,WS,OFF,WEB,LEC
2019S,"SSW 540A",W,0630PM,0900PM,,ABS,301,LEC
2019S,"SSW 540WS",TBA,,,WS,OFF,WEB,LEC
2019S,"SSW 555A",T,0330PM,0600PM,,BC,122,LEC
2019S,"SSW 555B",R,0630PM,0900PM,,BC,210,LEC
2019S,"SSW 555WS",TBA,,,WS,OFF,WEB,LEC
2019S,"SSW 564A",M,0615PM,0845PM,,BC,210,LEC
2019S,"SSW 565A",M,0615PM,0845PM,,BC,310,LEC
2019S,"SSW 565B",W,1200PM,0230PM,,E,329,LEC
2019S,"SSW 567A",W,0630PM,0900PM,,BC,320,LEC
2019S,"SSW 690A",M,1200PM,0230PM,,A,115,LEC
2019S,"SSW 690B",T,0630PM,0900PM,,BC,310,LEC
2019S,"SSW 695A",R,0630PM,0900PM,,A,115,LEC
2019S,"SSW 701A",TBA,,,,OFF,TBA,PRA
2019S,"SSW 703A",TBA,,,,OFF,TBA,LEC
2019S,"SSW 810A",R,0630PM,0900PM,,E,229A,LEC
2019S,"SYS 501A",R,0330PM,0600PM,,E,229,LEC
2019S,"SYS 510A",TR,0500PM,0615PM,,,,LEC
2019S,"SYS 564A",M,0300PM,0530PM,,E,329,LEC
2019S,"SYS 581A",M,0300PM,0530PM,,M,205,LEC
2019S,"SYS 581B",M,1200PM,0230PM,,BC,202,LEC
2019S,"SYS 595WS",TBA,,,WS,OFF,WEB,LEC
2019S,"SYS 605A",M,0615PM,0845PM,,BC,202,LEC
2019S,"SYS 605WS",TBA,,,WS,OFF,WEB,LEC
2019S,"SYS 611NL",T,0430PM,0730PM,NL,OFF,CLOSED,LEC
2019S,"SYS 611WS",TBA,,,WS,OFF,WEB,LEC
2019S,"SYS 622A",T,1230PM,0300PM,,,,LEC
2019S,"SYS 623A",M,0615PM,0845PM,,B,715,LEC
2019S,"SYS 624A",T,0630PM,0900PM,,,,LEC
2019S,"SYS 624WS",TBA,,,WS,OFF,WEB,LEC
2019S,"SYS 625A",M,0615PM,0845PM,,BC,219,LEC
2019S,"SYS 625WS",TBA,,,WS,OFF,WEB,LEC
2019S,"SYS 630A",TBA,,,,N/A,N/A,QUZ
2019S,"SYS 631A",TBA,,,,N/A,N/A,QUZ
2019S,"SYS 633M0",TBA,,,M0,N/A,N/A,LEC
2019S,"SYS 635WS",TBA,,,WS,OFF,WEB,LEC
2019S,"SYS 637WS",TBA,,,WS,OFF,WEB,LEC
2019S,"SYS 640WS",TBA,,,WS,OFF,WEB,LEC
2019S,"SYS 645WS",TBA,,,WS,OFF,WEB,LEC
2019S,"SYS 650A",M,0615PM,0845PM,,BC,220,LEC
2019S,"SYS 650WS",TBA,,,WS,OFF,WEB,LEC
2019S,"SYS 655WS",TBA,,,WS,OFF,WEB,LEC
2019S,"SYS 660A",T,1230PM,0300PM,,ABS,301,LEC
2019S,"SYS 660AR",W,0430PM,0700PM,AR,OFF,CLOSED,LEC
2019S,"SYS 660WS",TBA,,,WS,OFF,WEB,LEC
2019S,"SYS 703A",TBA,,,,OFF,TBA,PRA
2019S,"SYS 710WS",TBA,,,WS,OFF,WEB,LEC
2019S,"SYS 750WS",TBA,,,WS,OFF,WEB,LEC
2019S,"SYS 800A",TBA,,,,N/A,N/A,LEC
2019S,"SYS 801A",TBA,,,,N/A,N/A,LEC
2019S,"SYS 801B",TBA,,,,N/A,N/A,LEC
2019S,"SYS 801C",TBA,,,,N/A,N/A,LEC
2019S,"SYS 801D",TBA,,,,N/A,N/A,LEC
2019S,"SYS 801E",TBA,,,,N/A,N/A,LEC
2019S,"SYS 900A",TBA,,,,N/A,N/A,LEC
2019S,"SYS 960A",TBA,,,,N/A,N/A,LEC
2019S,"TG  404A",M,0300PM,0350PM,,BC,210,LEC
2019S,"TG  404B",R,0500PM,0550PM,,X,106,LEC
2019S,"TG  404C",M,1200PM,1250PM,,BC,220,LEC
2019S,"TG  404D",M,0900AM,0950AM,,E,229,LEC
2019S,"TG  404E",R,0930AM,1020AM,,X,218A,LEC
2019S,"TG  404F",M,0900AM,0950AM,,BC,210,LEC
2019S,"TG  404G",T,0500PM,0550PM,,X,106,LEC
2019S,"TG  404H",R,0930AM,1020AM,,NB,102,LEC
2019S,"TG  404I",R,1100AM,1150AM,,BC,320,LEC
2019S,"TG  404J",R,1230PM,0120PM,,E,330,LEC
2019S,"TG  404K",R,1100AM,1150AM,,X,105,LEC
2019S,"TG  404L",R,0930AM,1020AM,,X,104,LEC
2019S,"TG  404M",T,1230PM,0120PM,,K,228,LEC
2019S,"TG  404N",R,0500PM,0550PM,,BC,319,LEC
2019S,"TG  404O",M,1200PM,1250PM,,E,329,LEC
2019S,"TG  404P",M,0900AM,0950AM,,B,714,LEC
2019S,"TM  584WS",TBA,,,WS,OFF,WEB,LEC
2019S,"TM  605A",T,0630PM,0900PM,,BC,321,LEC
2019S,"TM  605W0",TBA,,,W0,,,LEC
2019S,"TM  610A",R,0630PM,0900PM,,A,501,LEC
2019S,"TM  610W0",TBA,,,W0,,,LEC
2019S,"TM  612A",T,0630PM,0900PM,,BC,203,LEC
2019S,"TM  612WS",TBA,,,WS,OFF,WEB,LEC
2019S,"TM  617A",W,0630PM,0900PM,,M,103,LEC
2019S,"TM  617W0",TBA,,,W0,OFF,WEB,LEC
2019S,"TM  650A",M,0615PM,0845PM,,A,501,LEC
2019S,"TM  650W0",TBA,,,W0,,,LEC
2019S,"TM  701A",TBA,,,,OFF,TBA,PRA
2019S,"TM  702A",TBA,,,,OFF,TBA,PRA
2019S,"TM  800A",TBA,,,,N/A,N/A,LEC
2019S,"TM  900A",TBA,,,,N/A,N/A,LEC
